Kingdom	Phylum	Class	Order	Family	Genus
asv13978	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus
asv13979	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales uc	Oligoflexales uc
asv13980	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
asv13981	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	CCM11a uc	CCM11a uc
asv13982	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesiaceae uc
asv13983	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136 uc	Gitt-GS-136 uc	Gitt-GS-136 uc
asv13984	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas
asv13986	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae uc
asv13987	Bacteria	Chloroflexi	TK17	TK17 uc	TK17 uc	TK17 uc
asv13988	Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	AT-s2-59 uc	AT-s2-59 uc
asv13989	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
asv13990	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
asv13991	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Eudoraea
asv13992	Bacteria	Proteobacteria	Proteobacteria uc	Proteobacteria uc	Proteobacteria uc	Proteobacteria uc
asv13993	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	BD2-3	BD2-3 uc
asv13994	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria uc	Alphaproteobacteria uc	Alphaproteobacteria uc
asv13995	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta
asv13996	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rubritepida
asv13997	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilaceae uc
asv13998	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169 uc
asv13999	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus
asv14000	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14001	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
asv14002	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum
asv14003	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetales uc	Planctomycetales uc
asv14004	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
asv14005	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	Marine_Group_II uc	Marine_Group_II uc
asv14006	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae uc
asv14007	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisellaceae uc
asv14008	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
asv14009	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae uc
asv14010	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacteraceae uc
asv14011	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae uc
asv14012	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcinaceae uc
asv14013	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage
asv14014	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
asv14015	Bacteria	Acidobacteriota	Subgroup_21	Subgroup_21 uc	Subgroup_21 uc	Subgroup_21 uc
asv14016	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales uc	Gaiellales uc
asv14017	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccales uc	Defluviicoccales uc
asv14018	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesiaceae uc
asv14019	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
asv14020	Bacteria	NB1-j	NB1-j uc	NB1-j uc	NB1-j uc	NB1-j uc
asv14021	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella
asv14022	Bacteria	Latescibacterota	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc
asv14023	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1
asv14024	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41 uc	WCHB1-41 uc
asv14025	Bacteria	NB1-j	NB1-j uc	NB1-j uc	NB1-j uc	NB1-j uc
asv14027	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4 uc
asv14028	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767 uc
asv14029	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Fangia
asv14030	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
asv14031	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5 uc
asv14032	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14033	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cand_Nitrosopumilus
asv14034	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	SAR86 uc	SAR86 uc
asv14035	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014 uc	Clostridia_UCG-014 uc
asv14036	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinales uc	Actinomarinales uc
asv14037	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Edaphobacter
asv14038	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
asv14039	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
asv14040	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
asv14041	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
asv14042	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14043	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae uc
asv14045	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
asv14046	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Cand_Cryptoprodotis
asv14047	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
asv14048	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
asv14049	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
asv14050	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14051	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66 uc	JG30-KF-CM66 uc	JG30-KF-CM66 uc
asv14052	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14053	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
asv14054	Bacteria	Planctomycetota	vadinHA49	vadinHA49 uc	vadinHA49 uc	vadinHA49 uc
asv14055	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14056	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007 uc
asv14057	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14058	Bacteria	Latescibacterota	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc
asv14059	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2 uc
asv14060	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	PHOS-HE36 uc
asv14061	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales_fa	Pseudobacteriovorax
asv14062	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas
asv14063	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22 uc	Subgroup_22 uc	Subgroup_22 uc
asv14064	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
asv14065	Bacteria	Acidobacteriota	AT-s3-28	AT-s3-28 uc	AT-s3-28 uc	AT-s3-28 uc
asv14066	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales uc	Aminicenantales uc
asv14067	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SM23-30	SM23-30 uc
asv14068	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus
asv14069	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae uc
asv14070	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae uc
asv14071	Bacteria	Verrucomicrobiota	Verrucomicrobiota uc	Verrucomicrobiota uc	Verrucomicrobiota uc	Verrucomicrobiota uc
asv14072	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales uc	Rickettsiales uc
asv14073	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14074	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
asv14075	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR15
asv14076	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae uc
asv14077	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
asv14078	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cand_Nitrosopumilus
asv14079	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales uc	Vicinamibacterales uc
asv14080	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage
asv14081	Bacteria	Myxococcota	Polyangia	Polyangiales	Eel-36e1D6	Eel-36e1D6 uc
asv14082	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Anderseniella
asv14083	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22 uc	Subgroup_22 uc	Subgroup_22 uc
asv14084	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Cand_Finniella
asv14085	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
asv14087	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium
asv14088	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	Dadabacteriales uc	Dadabacteriales uc
asv14089	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria uc	Alphaproteobacteria uc	Alphaproteobacteria uc
asv14090	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
asv14091	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family uc
asv14092	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
asv14093	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
asv14094	Bacteria	Planctomycetota	OM190	OM190 uc	OM190 uc	OM190 uc
asv14095	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae uc
asv14096	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae uc
asv14097	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22 uc	Subgroup_22 uc	Subgroup_22 uc
asv14098	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Cephaloticoccus
asv14099	Bacteria	PAUC34f	PAUC34f uc	PAUC34f uc	PAUC34f uc	PAUC34f uc
asv14100	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14101	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
asv14102	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae uc
asv14103	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14104	Bacteria	Firmicutes	Bacilli	Lactobacillales	Catellicoccaceae	Catellicoccus
asv14105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae uc
asv14106	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae uc
asv14108	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospira
asv14109	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
asv14110	Bacteria	Planctomycetota	Planctomycetota uc	Planctomycetota uc	Planctomycetota uc	Planctomycetota uc
asv14111	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
asv14112	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
asv14113	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
asv14114	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353	UBA10353 uc	UBA10353 uc
asv14115	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14116	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14117	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14118	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
asv14119	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	FukuN18_freshwater_group
asv14121	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Halobacteriovorax
asv14122	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14123	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisellaceae uc
asv14124	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
asv14125	Bacteria	Margulisbacteria	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc
asv14126	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14127	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia
asv14128	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum
asv14129	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
asv14130	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia-Loktanella
asv14131	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
asv14132	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae uc
asv14133	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus
asv14134	Bacteria	Gemmatimonadota	BD2-11	BD2-11 uc	BD2-11 uc	BD2-11 uc
asv14135	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14136	Bacteria	Planctomycetota	Planctomycetota uc	Planctomycetota uc	Planctomycetota uc	Planctomycetota uc
asv14137	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22 uc	Subgroup_22 uc	Subgroup_22 uc
asv14138	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
asv14139	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
asv14140	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Aliikangiella
asv14141	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14142	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group uc
asv14143	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia uc	Bacteroidia uc	Bacteroidia uc
asv14144	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
asv14145	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiaceae uc
asv14146	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella
asv14147	Bacteria	NB1-j	NB1-j uc	NB1-j uc	NB1-j uc	NB1-j uc
asv14148	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
asv14149	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
asv14150	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
asv14151	Bacteria	Planctomycetota	OM190	OM190 uc	OM190 uc	OM190 uc
asv14152	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
asv14153	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14154	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Psychrosphaera
asv14155	Bacteria	Latescibacterota	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc
asv14156	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
asv14157	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	JGI_0000069-P22 uc	JGI_0000069-P22 uc
asv14158	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrionaceae uc
asv14159	Bacteria	Proteobacteria	Proteobacteria uc	Proteobacteria uc	Proteobacteria uc	Proteobacteria uc
asv14160	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
asv14161	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
asv14162	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116	Cand_Puniceispirillum
asv14163	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospiraceae uc
asv14165	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
asv14166	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76
asv14167	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter
asv14168	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
asv14169	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae uc
asv14170	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter
asv14171	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales uc	Rickettsiales uc
asv14172	Bacteria	Chloroflexi	Dehalococcoidia	SAR202	SAR202 uc	SAR202 uc
asv14173	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group uc
asv14174	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14175	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
asv14177	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilaceae uc
asv14178	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia uc	Dehalococcoidia uc	Dehalococcoidia uc
asv14179	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family uc
asv14180	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae uc
asv14181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
asv14182	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksellaceae uc
asv14183	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
asv14184	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Cand_Omnitrophus
asv14185	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
asv14186	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales uc	Oligoflexales uc
asv14187	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Cand_Omnitrophus
asv14188	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
asv14189	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14190	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter
asv14191	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus
asv14192	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacteraceae uc
asv14193	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrionaceae uc
asv14194	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
asv14195	Bacteria	Latescibacterota	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc
asv14196	Bacteria	Zixibacteria	Zixibacteria uc	Zixibacteria uc	Zixibacteria uc	Zixibacteria uc
asv14197	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
asv14198	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae uc
asv14200	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga
asv14201	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv14202	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
asv14204	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
asv14205	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
asv14206	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92
asv14207	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04
